,cnfgr_msrmt_id,elmt_seq_num,beg_cptr_ts,end_cptr_ts,msrmt_duration_in_min,val,val_cnt,msrmt_typ_dsc,agrgtn_typ_dsc,msrmt_dsc,dim_dsc,uom,elmt_dsc,msrmt_nm
42,467,2,2020-02-16 09:10:26.257015,2020-02-16 06:50:46.812103,1300.3333333333333,21.67222222222222,14,last,2,3,last,seconds,4,bucket4
43,536,1,2019-05-20 00:11:16.145612,2019-05-20 01:03:45.836947,52.483333333333334,0.8747222222222223,3,last,2,1,timer,KPH,3,bucket4
44,582,2,2020-11-16 08:18:02.665920,2020-11-16 02:00:56.927191,1062.9,17.715,10,integral,0,0,min val,seconds,2,bucket2
45,316,1,2019-02-02 03:02:28.356395,2019-02-02 01:35:34.940232,1353.1,22.551666666666666,16,last,5,5,integral,KPH,5,bucket4
46,221,0,2019-06-14 04:15:50.539398,2019-06-14 07:03:04.699095,167.23333333333332,2.787222222222222,6,integral,0,5,last,seconds,1,bucket5
47,641,1,2019-09-23 10:47:23.791583,2019-09-23 00:49:24.790982,842.0,14.033333333333333,17,max val,9,3,timer,KPH,5,bucket1
48,546,0,2020-01-19 09:56:01.280974,2020-01-19 09:00:02.479904,1384.0166666666667,23.066944444444445,9,min val,2,2,timer,seconds,0,bucket1
49,985,0,2019-01-16 05:35:46.924766,2019-01-16 01:02:46.425233,1166.9833333333333,19.449722222222224,17,max val,8,2,last,seconds,0,bucket3
50,894,1,2020-05-12 00:50:57.829086,2020-05-12 00:44:55.890583,1433.9666666666667,23.899444444444445,3,last,1,8,timer,KPH,1,bucket4
51,38,0,2019-09-13 03:52:07.691476,2019-09-13 11:42:05.533882,469.95,7.8325,3,last,7,8,timer,seconds,3,bucket3
52,954,2,2019-06-20 09:14:43.654650,2019-06-20 03:07:58.209126,1073.2333333333333,17.887222222222224,6,max val,1,4,max val,seconds,8,bucket2
53,94,0,2020-09-06 04:39:54.520033,2020-09-06 08:24:04.867663,224.16666666666666,3.736111111111111,18,timer,8,8,max val,KPH,6,bucket4
54,670,0,2019-02-02 05:24:16.613729,2019-02-02 03:10:27.834822,1306.1833333333334,21.769722222222224,12,integral,2,6,timer,KPH,3,bucket4
55,319,2,2019-08-14 08:11:35.889003,2019-08-14 03:21:28.114851,1149.8666666666666,19.16444444444444,13,timer,2,7,min val,KPH,5,bucket2
56,76,1,2020-01-23 06:42:28.473961,2020-01-23 04:28:40.805328,1306.2,21.77,15,max val,6,4,last,KPH,1,bucket2
57,915,1,2020-06-06 06:22:15.058527,2020-06-06 03:35:05.465302,1272.8333333333333,21.21388888888889,4,timer,5,3,timer,seconds,3,bucket2
58,547,0,2019-01-04 00:12:22.814472,2019-01-04 04:20:53.139382,248.5,4.141666666666667,5,max val,2,0,min val,KPH,0,bucket3
59,560,0,2020-01-19 05:10:05.131375,2020-01-19 10:28:03.370454,317.96666666666664,5.299444444444444,17,last,1,2,last,KPH,3,bucket2
60,166,0,2020-09-01 07:03:32.238334,2020-09-01 05:14:47.160254,1331.2333333333333,22.18722222222222,6,integral,6,7,timer,KPH,0,bucket2
61,555,0,2020-11-20 05:21:31.442502,2020-11-20 04:52:55.551529,1411.4,23.523333333333333,12,last,6,8,integral,seconds,6,bucket5
62,513,0,2019-01-07 03:09:02.082456,2019-01-07 03:23:49.078559,14.766666666666667,0.2461111111111111,6,integral,1,5,max val,KPH,1,bucket1
63,326,2,2019-06-23 08:47:39.366748,2019-06-23 03:08:09.535374,1100.5,18.341666666666665,16,max val,7,7,min val,KPH,2,bucket3
64,370,2,2020-09-05 07:16:15.942366,2020-09-05 01:40:45.366598,1104.4833333333333,18.408055555555556,10,timer,9,7,integral,seconds,2,bucket1
65,73,1,2020-04-21 11:09:01.087201,2020-04-21 02:44:14.152370,935.2166666666667,15.586944444444445,4,integral,7,3,last,KPH,8,bucket2
66,292,2,2019-06-01 04:15:23.847289,2019-06-01 05:26:26.317079,71.03333333333333,1.1838888888888888,0,min val,5,7,max val,seconds,8,bucket2
67,310,0,2020-11-23 02:09:51.017933,2020-11-23 09:51:27.869007,461.6,7.693333333333333,14,last,0,3,last,seconds,1,bucket3
68,359,0,2019-03-03 11:40:47.807151,2019-03-03 05:15:50.539431,1055.0333333333333,17.58388888888889,9,timer,2,3,last,KPH,8,bucket3
69,179,1,2019-01-14 04:41:17.357723,2019-01-14 02:21:36.134345,1300.3,21.671666666666667,0,last,6,8,integral,KPH,2,bucket3
70,755,0,2019-04-01 02:39:26.153677,2019-04-01 11:01:32.397310,502.1,8.368333333333334,1,last,2,4,integral,seconds,6,bucket2
71,180,2,2020-07-13 02:25:14.216848,2020-07-13 00:32:13.703336,1326.9833333333333,22.11638888888889,4,integral,1,4,timer,seconds,4,bucket1
72,900,2,2019-07-12 01:22:15.314829,2019-07-12 08:20:29.824818,418.23333333333335,6.970555555555555,9,min val,6,1,integral,KPH,2,bucket1
73,406,1,2019-09-13 10:57:29.787652,2019-09-13 04:42:11.771001,1064.6833333333334,17.744722222222222,18,timer,9,7,timer,seconds,2,bucket2
74,429,0,2019-08-18 03:56:43.880514,2019-08-18 05:31:18.032897,94.56666666666666,1.576111111111111,14,min val,3,9,min val,KPH,0,bucket2
75,65,1,2019-08-06 00:49:12.160475,2019-08-06 04:16:28.695571,207.26666666666668,3.454444444444445,13,max val,6,4,min val,seconds,8,bucket3
76,366,0,2019-01-10 00:28:52.880410,2019-01-10 10:21:52.562426,592.9833333333333,9.883055555555556,7,last,0,8,last,KPH,2,bucket3
77,395,2,2020-04-19 08:14:11.062473,2020-04-19 06:32:14.750435,1338.05,22.300833333333333,16,last,0,2,min val,KPH,8,bucket1
78,103,1,2019-09-04 10:39:12.000797,2019-09-04 03:14:49.044239,995.6166666666667,16.593611111111112,6,last,1,1,integral,seconds,5,bucket1
79,562,0,2019-11-06 09:41:09.012499,2019-11-06 05:14:26.095725,1173.2833333333333,19.55472222222222,7,max val,3,9,integral,KPH,8,bucket1
80,547,2,2019-01-02 02:15:14.448109,2019-01-02 08:07:55.181588,352.6666666666667,5.877777777777778,9,max val,8,5,max val,KPH,5,bucket2
81,534,1,2019-05-24 10:31:29.056704,2019-05-24 00:43:44.090316,852.25,14.204166666666667,1,timer,1,2,integral,seconds,2,bucket2
82,727,0,2019-06-13 10:42:02.298233,2019-06-13 07:42:25.712358,1260.3833333333334,21.00638888888889,18,last,7,1,min val,seconds,4,bucket1
83,662,2,2020-09-19 00:55:48.071854,2020-09-19 00:18:58.272738,1403.1666666666667,23.386111111111113,3,max val,4,8,min val,seconds,6,bucket5
84,920,1,2020-07-01 04:11:40.933440,2020-07-01 09:36:03.609039,324.3666666666667,5.4061111111111115,12,max val,6,9,last,KPH,2,bucket2
85,203,1,2019-09-07 07:32:00.696716,2019-09-07 03:17:29.740044,1185.4833333333333,19.758055555555554,6,timer,5,3,timer,KPH,8,bucket4
86,651,0,2019-05-07 02:39:06.535887,2019-05-07 09:11:41.792769,392.5833333333333,6.543055555555555,19,min val,1,2,max val,KPH,8,bucket2
87,971,1,2020-01-19 05:25:43.891691,2020-01-19 10:07:56.886585,282.2,4.703333333333333,18,min val,4,1,max val,seconds,5,bucket1
88,632,1,2019-08-06 10:00:40.275402,2019-08-06 05:30:08.645277,1169.4666666666667,19.491111111111113,7,integral,9,4,timer,KPH,9,bucket4
89,861,0,2020-11-05 10:17:53.266233,2020-11-05 00:48:52.275427,870.9833333333333,14.516388888888889,15,integral,5,2,last,seconds,1,bucket3
90,239,0,2020-03-08 00:46:04.538490,2020-03-08 02:19:58.990431,93.9,1.5650000000000002,19,max val,2,5,integral,seconds,6,bucket5
91,589,2,2019-08-16 03:57:34.378398,2019-08-16 01:24:09.435467,1286.5833333333333,21.443055555555553,9,integral,1,9,timer,KPH,9,bucket3
92,301,2,2019-04-01 01:41:58.820980,2019-04-01 08:45:42.723372,423.71666666666664,7.061944444444444,11,integral,7,6,min val,KPH,7,bucket5
93,920,0,2019-10-11 10:20:46.610807,2019-10-11 00:18:14.203132,837.45,13.957500000000001,8,last,8,4,min val,seconds,1,bucket4
94,824,1,2020-11-21 08:51:39.522138,2020-11-21 04:11:20.411535,1159.6666666666667,19.32777777777778,15,min val,7,8,max val,seconds,9,bucket5
95,467,2,2020-08-13 05:48:39.163869,2020-08-13 05:23:23.949250,1414.7333333333333,23.57888888888889,8,integral,8,8,max val,seconds,4,bucket1
96,423,0,2019-03-20 06:46:44.693632,2019-03-20 07:36:30.356534,49.75,0.8291666666666667,17,min val,3,5,last,KPH,3,bucket1
97,173,1,2019-02-04 01:12:29.274411,2019-02-04 10:22:46.907603,550.2833333333333,9.171388888888888,19,max val,3,5,last,KPH,6,bucket5
98,310,0,2019-05-01 03:44:41.311426,2019-05-01 06:14:20.332910,149.65,2.4941666666666666,6,last,8,6,integral,KPH,9,bucket2
99,582,1,2020-06-21 05:08:15.744572,2020-06-21 11:42:45.707152,394.48333333333335,6.574722222222222,15,timer,9,2,min val,seconds,7,bucket3
100,890,1,2020-04-13 07:38:13.655006,2020-04-13 00:43:49.406733,1025.5833333333333,17.093055555555555,10,timer,7,6,integral,seconds,5,bucket1
101,584,1,2020-11-23 05:20:33.892644,2020-11-23 08:48:53.852820,208.31666666666666,3.4719444444444445,2,integral,8,6,min val,seconds,9,bucket2
102,841,1,2020-05-17 01:42:27.230063,2020-05-17 10:02:52.594250,500.4166666666667,8.340277777777779,5,min val,6,3,min val,seconds,0,bucket2
103,943,2,2019-07-07 08:22:02.197760,2019-07-07 05:03:54.786993,1241.8666666666666,20.697777777777777,4,min val,5,7,last,KPH,2,bucket2
104,101,2,2020-07-20 07:37:34.475858,2020-07-20 00:04:15.255370,986.6666666666666,16.444444444444443,2,last,7,1,max val,seconds,6,bucket3
105,63,1,2020-05-02 06:10:54.106515,2020-05-02 06:27:39.983069,16.75,0.2791666666666667,7,min val,4,0,integral,seconds,6,bucket3
106,286,1,2019-10-11 11:20:18.094943,2019-10-11 10:41:35.598214,1401.2833333333333,23.35472222222222,17,timer,8,8,last,seconds,6,bucket2
107,10,0,2019-10-13 06:17:16.381783,2019-10-13 06:20:04.603267,2.8,0.04666666666666666,9,max val,7,8,integral,KPH,1,bucket3
108,51,2,2019-01-04 04:44:01.357821,2019-01-04 06:48:34.999703,124.55,2.075833333333333,9,max val,8,3,timer,KPH,5,bucket2
109,633,0,2020-09-06 04:03:41.753837,2020-09-06 09:37:01.255892,333.31666666666666,5.5552777777777775,13,last,0,4,min val,KPH,0,bucket2
110,770,2,2019-08-16 09:34:14.414119,2019-08-16 05:34:38.897970,1200.4,20.006666666666668,6,timer,6,6,min val,KPH,8,bucket1
111,952,1,2020-05-05 00:40:14.026863,2020-05-05 02:24:43.118885,104.48333333333333,1.7413888888888889,9,timer,6,6,last,KPH,3,bucket2
112,898,1,2019-09-02 05:42:12.751860,2019-09-02 09:45:08.012167,242.91666666666666,4.048611111111111,9,min val,1,2,max val,seconds,5,bucket1
113,714,1,2020-09-11 08:52:49.064155,2020-09-11 05:04:40.112616,1211.85,20.197499999999998,12,integral,4,7,min val,seconds,4,bucket1
114,833,1,2019-07-18 06:02:51.744311,2019-07-18 02:36:40.959659,1233.8166666666666,20.56361111111111,1,min val,9,9,last,seconds,6,bucket2
115,182,0,2019-10-15 11:43:44.276598,2019-10-15 03:57:51.398491,974.1166666666667,16.235277777777778,8,integral,1,1,max val,KPH,4,bucket4
116,748,1,2019-10-24 00:46:22.991457,2019-10-24 05:30:11.994317,283.81666666666666,4.730277777777777,13,last,8,1,min val,KPH,7,bucket1
117,993,0,2020-06-12 07:03:01.721524,2020-06-12 05:10:20.421044,1327.3,22.121666666666666,8,timer,2,8,min val,KPH,9,bucket5
118,950,0,2019-05-05 03:10:07.944301,2019-05-05 03:38:58.043570,28.833333333333332,0.4805555555555555,13,last,4,3,min val,KPH,9,bucket1
119,24,0,2020-11-23 08:41:31.662070,2020-11-23 04:05:07.071232,1163.5833333333333,19.393055555555556,4,last,0,8,min val,KPH,1,bucket4
120,109,2,2020-10-08 07:04:31.333418,2020-10-08 02:40:48.640626,1176.2833333333333,19.60472222222222,4,integral,5,3,max val,KPH,1,bucket5
121,325,1,2020-02-11 00:23:43.672450,2020-02-11 09:08:24.064960,524.6666666666666,8.744444444444444,3,max val,8,1,min val,seconds,2,bucket5
122,620,0,2020-09-14 03:38:47.978371,2020-09-14 09:33:34.363200,354.76666666666665,5.9127777777777775,8,last,0,5,integral,seconds,2,bucket3
123,287,0,2020-05-18 01:11:20.880390,2020-05-18 08:34:25.225777,443.06666666666666,7.384444444444444,5,min val,4,3,last,seconds,1,bucket3
124,685,2,2020-01-22 09:56:51.932017,2020-01-22 10:27:38.031408,30.766666666666666,0.5127777777777778,0,min val,5,8,min val,KPH,9,bucket2
125,879,2,2020-07-19 07:31:25.713513,2020-07-19 05:58:35.915666,1347.1666666666667,22.45277777777778,0,max val,7,5,max val,KPH,0,bucket2
126,470,2,2019-07-01 02:31:08.326333,2019-07-01 07:58:55.689530,327.78333333333336,5.463055555555556,16,integral,9,8,timer,KPH,1,bucket4
127,652,0,2020-09-18 03:44:08.523428,2020-09-18 08:02:29.757460,258.35,4.305833333333334,19,integral,5,1,last,KPH,4,bucket4
128,630,0,2020-10-24 07:03:25.862212,2020-10-24 01:20:22.905939,1096.95,18.282500000000002,15,last,2,8,timer,KPH,6,bucket3
129,654,2,2020-08-12 03:35:26.542666,2020-08-12 00:27:42.671323,1252.2666666666667,20.871111111111112,13,max val,8,3,integral,KPH,0,bucket3
130,540,0,2019-11-18 11:26:44.921559,2019-11-18 02:43:39.343226,916.9,15.281666666666666,18,last,2,9,last,KPH,3,bucket4
131,459,0,2020-07-13 05:25:21.415291,2020-07-13 01:53:47.274405,1228.4166666666667,20.47361111111111,4,last,5,0,min val,KPH,0,bucket4
132,175,0,2020-11-14 02:41:01.462320,2020-11-14 10:40:08.951118,479.1166666666667,7.985277777777778,7,min val,2,3,max val,seconds,0,bucket4
133,978,0,2020-11-03 04:14:10.014702,2020-11-03 07:01:48.870442,167.63333333333333,2.7938888888888886,1,max val,8,8,timer,seconds,4,bucket4
134,804,1,2020-01-06 00:47:03.386382,2020-01-06 11:45:16.922735,658.2166666666667,10.970277777777778,10,max val,0,3,timer,seconds,8,bucket4
135,557,2,2019-08-04 10:53:33.586520,2019-08-04 04:52:12.176222,1078.6333333333334,17.977222222222224,3,last,6,9,integral,KPH,3,bucket2
136,660,0,2019-02-18 01:15:01.145902,2019-02-18 11:06:28.942352,591.45,9.8575,11,max val,0,5,integral,seconds,1,bucket5
137,349,2,2019-03-20 02:31:26.383963,2019-03-20 03:29:24.069458,57.95,0.9658333333333334,2,integral,2,6,timer,seconds,7,bucket4
138,908,1,2019-08-02 02:28:08.816797,2019-08-02 07:28:04.922597,299.93333333333334,4.998888888888889,17,last,9,6,min val,KPH,2,bucket5
139,849,0,2019-05-02 01:29:55.064009,2019-05-02 05:47:57.353224,258.03333333333336,4.300555555555556,13,timer,4,0,timer,seconds,9,bucket3
140,202,0,2019-04-07 00:38:29.928102,2019-04-07 06:44:44.497828,366.23333333333335,6.103888888888889,19,last,0,7,last,seconds,5,bucket3
141,387,2,2019-05-04 02:47:38.194047,2019-05-04 04:20:10.481988,92.53333333333333,1.5422222222222222,8,min val,6,8,last,KPH,2,bucket1
142,220,1,2020-05-10 04:36:30.975595,2020-05-10 02:42:27.041471,1325.9333333333334,22.09888888888889,13,integral,0,2,timer,seconds,3,bucket5
143,871,0,2020-05-14 10:26:48.458268,2020-05-14 01:00:48.114658,873.9833333333333,14.56638888888889,19,last,6,0,timer,KPH,9,bucket5
144,809,2,2020-06-02 05:00:48.400415,2020-06-02 02:45:00.987714,1304.2,21.736666666666668,1,last,0,4,last,KPH,5,bucket5
145,796,2,2019-04-18 04:50:43.535976,2019-04-18 07:27:13.214977,156.48333333333332,2.608055555555555,19,min val,9,1,integral,seconds,9,bucket2
146,330,0,2019-08-02 04:39:54.234325,2019-08-02 05:16:27.575557,36.55,0.6091666666666666,18,min val,3,9,max val,seconds,9,bucket4
147,199,2,2019-07-03 11:16:58.193225,2019-07-03 07:37:20.446797,1220.3666666666666,20.339444444444442,15,integral,6,2,timer,seconds,9,bucket3
148,834,2,2019-05-05 00:13:50.075229,2019-05-05 03:43:33.346856,209.71666666666667,3.495277777777778,3,min val,4,0,last,seconds,9,bucket4
149,122,0,2019-07-05 09:48:11.703541,2019-07-05 11:27:22.845061,99.18333333333334,1.6530555555555557,12,min val,3,0,last,KPH,7,bucket1
150,29,1,2019-04-02 05:26:13.945945,2019-04-02 02:53:34.786245,1287.3333333333333,21.455555555555556,17,integral,8,1,max val,KPH,4,bucket5
151,705,0,2019-11-14 05:40:32.877237,2019-11-14 06:25:13.514622,44.666666666666664,0.7444444444444444,6,min val,0,7,max val,KPH,2,bucket3
152,651,0,2019-11-10 07:07:12.487155,2019-11-10 03:31:08.621398,1223.9333333333334,20.39888888888889,13,integral,6,9,timer,KPH,5,bucket5
153,214,0,2020-07-15 09:17:26.006196,2020-07-15 06:28:52.578835,1271.4333333333334,21.190555555555555,6,integral,8,8,max val,seconds,7,bucket3
154,670,2,2019-11-21 09:13:57.644276,2019-11-21 07:35:32.780965,1341.5833333333333,22.35972222222222,17,last,4,4,max val,seconds,7,bucket2
155,71,0,2019-02-06 02:26:40.752670,2019-02-06 07:53:25.074040,326.73333333333335,5.445555555555556,7,timer,6,8,last,KPH,0,bucket2
156,444,2,2020-07-12 04:46:35.344237,2020-07-12 02:57:17.756435,1330.7,22.178333333333335,8,integral,2,1,max val,seconds,7,bucket5
157,781,1,2019-10-14 02:52:17.465505,2019-10-14 01:48:01.683125,1375.7333333333333,22.92888888888889,1,max val,9,3,last,seconds,8,bucket4
158,869,1,2019-04-02 05:33:47.881189,2019-04-02 08:25:02.907629,171.25,2.8541666666666665,5,last,3,4,timer,KPH,4,bucket3
159,692,2,2020-08-18 06:47:26.003941,2020-08-18 03:37:36.637085,1250.1666666666667,20.836111111111112,18,max val,6,2,max val,seconds,0,bucket5
160,323,2,2020-08-19 08:39:13.913797,2020-08-19 07:36:17.933685,1377.0666666666666,22.95111111111111,19,max val,0,5,max val,seconds,0,bucket5
161,13,1,2020-02-15 08:04:26.478602,2020-02-15 00:04:33.151340,960.1,16.00166666666667,12,last,4,9,integral,KPH,2,bucket5
162,743,2,2019-02-05 06:15:22.258960,2019-02-05 04:21:44.138701,1326.35,22.105833333333333,5,timer,6,5,last,KPH,6,bucket1
163,982,0,2020-03-20 03:21:03.134837,2020-03-20 09:01:01.811688,339.96666666666664,5.66611111111111,11,timer,8,0,integral,seconds,4,bucket2
164,715,0,2019-02-11 05:29:04.607980,2019-02-11 07:52:02.565548,142.95,2.3825,9,min val,2,0,min val,KPH,9,bucket1
165,696,2,2020-07-22 01:41:06.771292,2020-07-22 09:53:18.967973,492.2,8.203333333333333,11,min val,7,6,last,seconds,2,bucket3
166,580,1,2020-07-14 00:53:50.948821,2020-07-14 10:09:31.962515,555.6833333333333,9.261388888888888,14,last,0,2,min val,seconds,7,bucket1
167,92,0,2020-03-04 03:00:39.287836,2020-03-04 02:43:48.203414,1423.1333333333334,23.71888888888889,8,integral,0,2,min val,seconds,5,bucket4
168,735,1,2020-03-24 01:02:51.909059,2020-03-24 08:14:28.597605,431.6,7.193333333333333,12,last,0,8,timer,seconds,0,bucket3
169,906,2,2020-10-08 10:02:28.859051,2020-10-08 11:54:49.172001,112.33333333333333,1.8722222222222222,16,max val,4,5,timer,seconds,6,bucket1
170,6,1,2019-04-12 08:32:27.770964,2019-04-12 03:23:52.559482,1131.4,18.85666666666667,15,last,4,4,max val,seconds,1,bucket2
171,313,1,2019-04-24 04:29:28.045071,2019-04-24 10:17:25.299860,347.95,5.799166666666666,0,timer,1,7,last,seconds,0,bucket1
172,225,0,2019-01-18 03:52:03.835844,2019-01-18 00:36:09.025848,1244.0833333333333,20.73472222222222,16,max val,9,5,last,seconds,2,bucket4
173,75,1,2019-06-16 04:09:52.231284,2019-06-16 05:36:05.250748,86.21666666666667,1.4369444444444446,11,last,1,6,max val,seconds,2,bucket2
174,477,0,2020-04-08 02:48:49.760072,2020-04-08 03:34:57.158283,46.11666666666667,0.7686111111111111,14,timer,5,6,integral,seconds,3,bucket5
175,68,2,2019-08-17 01:25:13.501601,2019-08-17 09:27:40.549299,482.45,8.040833333333333,12,last,1,6,timer,KPH,7,bucket1
176,400,2,2019-01-22 01:42:26.788201,2019-01-22 11:31:32.879450,589.1,9.818333333333333,14,integral,7,9,timer,seconds,1,bucket2
177,222,1,2019-04-20 02:50:40.851575,2019-04-20 05:02:03.779497,131.36666666666667,2.1894444444444447,4,min val,7,2,integral,KPH,3,bucket3
178,776,0,2020-07-10 10:11:38.245723,2020-07-10 04:46:08.114966,1114.4833333333333,18.574722222222224,13,timer,8,0,integral,seconds,5,bucket3
179,580,2,2019-10-11 00:42:50.749181,2019-10-11 09:00:27.180267,497.6,8.293333333333333,14,min val,3,2,max val,seconds,0,bucket4
180,347,1,2020-11-17 06:02:47.719921,2020-11-17 04:16:23.418124,1333.5833333333333,22.226388888888888,0,timer,3,8,max val,KPH,1,bucket3
181,237,0,2020-05-15 07:38:46.752980,2020-05-15 06:35:47.816078,1377.0166666666667,22.950277777777778,18,last,9,1,min val,seconds,2,bucket5
